BIN,country_name,card_brand,card_type,card_level,issuer_name,country_code2,is_valid
401135,UNITED STATES,VISA,CREDIT,TRADITIONAL,JPMORGAN CHASE BANK N.A.,US,
401136,UNITED STATES,VISA,CREDIT,TRADITIONAL,JPMORGAN CHASE BANK N.A.,US,
401139,UNITED STATES,VISA,DEBIT,CLASSIC,COMMUNICATION FEDERAL CREDIT UNION,US,
401141,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,COMMUNITY FEDERAL SAVINGS BANK,US,
401142,UNITED STATES,VISA,DEBIT,CLASSIC,THE NEW ORLEANS FIREMEN&#039;S FEDERAL CREDIT UNION,US,
401143,UNITED STATES,VISA,CREDIT,TRADITIONAL,K U E FEDERAL CREDIT UNION,US,
401147,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST FAMILY FEDERAL CREDIT UNION,US,
401149,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST FINANCIAL BANK,US,
401150,UNITED STATES,VISA,DEBIT,CLASSIC,CENTURYFIRST FEDERAL CREDIT UNION,US,
401153,UNITED STATES,VISA,DEBIT,CLASSIC,,US,
401154,UNITED STATES,VISA,DEBIT,CLASSIC,VYSTAR CREDIT UNION,US,
401155,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,BENTON COUNTY SCHOOLS CREDIT UNION,US,
401156,UNITED STATES,VISA,DEBIT,CLASSIC,FIVE STAR BANK,US,
401159,UNITED STATES,VISA,CREDIT,CLASSIC,GEORGIA&#039;S OWN CREDIT UNION,US,
401160,UNITED STATES,VISA,DEBIT,CLASSIC,COMMUNITY CREDIT UNION,US,
401162,UNITED STATES,VISA,DEBIT,BUSINESS,MAGNIFI FINANCIAL CREDIT UNION,US,
401163,UNITED STATES,VISA,CREDIT,,,US,
401164,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST NATIONAL BANK OF PENNSYLVANIA,US,
401169,UNITED STATES,VISA,DEBIT,CLASSIC,EL RENO RIL CREDIT UNION,US,
401170,UNITED STATES,VISA,DEBIT,CLASSIC,MISSOURI ELECTRIC COOPERATIVE EMPLOYEES&#039; CREDIT UNION,US,
401171,UNITED STATES,VISA,DEBIT,CLASSIC,DELTA COMMUNITY CREDIT UNION,US,
401174,UNITED STATES,VISA,DEBIT,CLASSIC,HANCOCK WHITNEY BANK,US,
401175,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,UNIVERSITY CREDIT UNION,US,
401176,UNITED STATES,VISA,CREDIT,SIGNATURE,"U.S. BANK, N.A.",US,
401180,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
401181,UNITED STATES,VISA,DEBIT,CLASSIC,AMERIS BANK,US,
401182,UNITED STATES,VISA,DEBIT,CLASSIC,THE EVANGELINE BANK AND TRUST COMPANY,US,
401183,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD,US,
401184,UNITED STATES,VISA,DEBIT,CLASSIC,BOK FINANCIAL,US,
401185,UNITED STATES,VISA,CREDIT,BUSINESS,ACHIEVA CREDIT UNION,US,
401186,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401187,UNITED STATES,VISA,DEBIT,CLASSIC,OMNI COMMUNITY CREDIT UNION,US,
401189,UNITED STATES,VISA,CREDIT,CLASSIC,CITIZENS TRUST BANK,US,
401190,UNITED STATES,VISA,DEBIT,BUSINESS,ABERDEEN PROVING GROUND FEDERAL CREDIT UNION,US,
401191,UNITED STATES,VISA,DEBIT,CLASSIC,EXPRESS CREDIT UNION,US,
401192,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
401193,UNITED STATES,VISA,CREDIT,CLASSIC,INDUSTRIAL BANK,US,
401194,UNITED STATES,VISA,DEBIT,CLASSIC,NORTHEAST COMMUNITY BANK,US,
401195,UNITED STATES,VISA,DEBIT,CLASSIC,DIAMOND CREDIT UNION,US,
401197,UNITED STATES,VISA,DEBIT,CLASSIC,SHORE UNITED BANK,US,
401199,UNITED STATES,VISA,DEBIT,CLASSIC,ENNIS STATE BANK,US,
401200,UNITED STATES,VISA,DEBIT,CLASSIC,VISA PRODUCTION SUPPORT CLIENT BID 1,US,
401201,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
401202,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401203,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401204,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401205,UNITED STATES,VISA,CREDIT,CLASSIC,LATIN AMERICA AND CARIBBEAN REGION,US,
401206,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401207,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401208,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401209,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401210,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401211,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401212,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401213,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401214,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401215,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401216,UNITED STATES,VISA,DEBIT,BUSINESS,,US,
401217,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401218,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401219,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401220,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401221,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401222,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401223,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401224,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401225,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401226,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401227,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401228,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401229,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401230,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401231,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401232,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401233,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401234,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401235,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401236,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401237,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401238,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401239,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401240,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401241,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401242,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401243,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401244,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401245,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401246,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401247,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401248,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401249,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401250,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401251,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. REGION,US,
401252,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401253,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401254,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401255,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401256,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401257,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401258,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401259,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401260,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401261,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401262,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401263,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401264,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401265,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401266,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401267,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401268,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401269,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401270,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401271,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401272,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401273,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401274,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401275,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401276,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401277,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401278,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401279,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401280,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401281,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401282,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401283,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401284,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401285,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401289,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401290,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401291,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401292,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401293,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401294,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401295,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401296,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401297,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401298,UNITED STATES,VISA,CREDIT,CLASSIC,U.S. REGION,US,
401300,UNITED STATES,VISA,DEBIT,CLASSIC,FAIRPORT SAVINGS BANK,US,
401301,UNITED STATES,VISA,DEBIT,CLASSIC,MIDLAND CREDIT UNION,US,
401302,UNITED STATES,VISA,DEBIT,CLASSIC,MEMBERS COMMUNITY CREDIT UNION,US,
401303,UNITED STATES,VISA,DEBIT,CLASSIC,MEMBERS COMMUNITY CREDIT UNION,US,
401304,UNITED STATES,VISA,DEBIT,BUSINESS,BANK OF COMMERCE,US,
401305,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,TRAVIS CREDIT UNION,US,
401307,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST STATE BANK,US,
401308,UNITED STATES,VISA,CREDIT,,"CITIZENS BANK, N.A.",US,
401309,UNITED STATES,VISA,CREDIT,,"CITIZENS BANK, N.A.",US,
401310,UNITED STATES,VISA,CREDIT,,"CITIZENS BANK, N.A.",US,
401311,UNITED STATES,VISA,CREDIT,,"CITIZENS BANK, N.A.",US,
401312,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST INTERNET BANK OF INDIANA,US,
401313,UNITED STATES,VISA,CREDIT,CLASSIC,FIRST BANK,US,
401314,UNITED STATES,VISA,CREDIT,CLASSIC,OREGON COAST BANK,US,
401315,UNITED STATES,VISA,CREDIT,BUSINESS,BARCLAYS BANK DELAWARE,US,
401318,UNITED STATES,VISA,DEBIT,CLASSIC,"PATHWARD, N.A.",US,
401321,UNITED STATES,VISA,CREDIT,,"JPMORGAN CHASE BANK, N.A.",US,
401322,UNITED STATES,VISA,CREDIT,,"JPMORGAN CHASE BANK, N.A.",US,
401324,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401327,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,REPUBLIC BANK OF CHICAGO,US,
401328,UNITED STATES,VISA,CREDIT,TRADITIONAL,COMMUNICATION FEDERAL CREDIT UNION,US,
401329,UNITED STATES,VISA,CREDIT,PLATINUM,WILSON BANK AND TRUST,US,
401330,UNITED STATES,VISA,CREDIT,TRADITIONAL,UNITED CREDIT UNION,US,
401331,UNITED STATES,VISA,DEBIT,CLASSIC,TRANSIT EMPLOYEES FEDERAL CREDIT UNION,US,
401332,UNITED STATES,VISA,DEBIT,CLASSIC,POST OFFICE EMPLOYEES CREDIT UNION,US,
401333,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST LEGACY COMMUNITY CREDIT UNION,US,
401336,UNITED STATES,VISA,CREDIT,PLATINUM,BEEHIVE FEDERAL CREDIT UNION,US,
401337,UNITED STATES,VISA,CREDIT,CLASSIC,BEEHIVE FEDERAL CREDIT UNION,US,
401338,UNITED STATES,VISA,DEBIT,BUSINESS,FOUR CORNERS COMMUNITY BANK,US,
401339,UNITED STATES,VISA,CREDIT,,"KEYBANK, N.A.",US,
401341,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,AAC CREDIT UNION,US,
401348,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SUTTON BANK,US,
401349,UNITED STATES,VISA,DEBIT,CLASSIC,BELCO COMMUNITY CREDIT UNION,US,
401350,UNITED STATES,VISA,DEBIT,CLASSIC,ALLNATIONS BANK,US,
401351,UNITED STATES,VISA,CREDIT,TRADITIONAL,"TRANSPORTATION ALLIANCE BANK, INC. D/B/A TAB BANK",US,
401354,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401355,UNITED STATES,VISA,DEBIT,CLASSIC,MERIDIAN MISSISSIPPI ANG FEDERAL CREDIT UNION,US,
401356,UNITED STATES,VISA,DEBIT,CLASSIC,HOPE FEDERAL CREDIT UNION,US,
401357,UNITED STATES,VISA,DEBIT,CLASSIC,BANK OF COMMERCE,US,
401358,UNITED STATES,VISA,CREDIT,CLASSIC,STATE FARM BANK,US,
401360,UNITED STATES,VISA,CREDIT,SIGNATURE,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401361,UNITED STATES,VISA,DEBIT,CLASSIC,DIAMOND FEDERAL CREDIT UNION,US,
401362,UNITED STATES,VISA,CREDIT,CLASSIC,MISSISSIPPI FEDERAL CREDIT UNION,US,
401363,UNITED STATES,VISA,DEBIT,CLASSIC,MINNESOTA LAKES BANK,US,
401364,UNITED STATES,VISA,DEBIT,CLASSIC,"TRANSPECOS BANKS, SSB",US,
401365,UNITED STATES,VISA,CREDIT,,MEMBERS COMMUNITY CREDIT UNION,US,
401366,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,SIMPLOT EMPLOYEES CREDIT UNION,US,
401368,UNITED STATES,VISA,DEBIT,CLASSIC,LINEAGE BANK,US,
401369,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CITIBANK, NATIONAL ASSOCIATION - CONSUMER",US,
401371,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401372,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401373,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401374,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401378,UNITED STATES,VISA,DEBIT,CLASSIC,"CONNEX CREDIT UNION, INC.",US,
401382,UNITED STATES,VISA,CREDIT,CLASSIC,SUPERIOR CREDIT UNION,US,
401384,UNITED STATES,VISA,CREDIT,TRADITIONAL,CENTRAL BANK,US,
401385,UNITED STATES,VISA,CREDIT,TRADITIONAL,CENTRAL BANK,US,
401386,UNITED STATES,VISA,CREDIT,BUSINESS,CENTRAL BANK,US,
401387,UNITED STATES,VISA,CREDIT,BUSINESS,CENTRAL BANK,US,
401388,UNITED STATES,VISA,DEBIT,BUSINESS,SUNCOAST CREDIT UNION,US,
401389,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,WASHINGTON STATE EMPLOYEES CREDIT UNION,US,
401390,UNITED STATES,VISA,DEBIT,PREPAID,WASHINGTON STATE EMPLOYEES CREDIT UNION,US,
401391,UNITED STATES,VISA,CREDIT,,"CITIBANK, N.A.",US,
401392,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401393,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401394,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401395,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401396,UNITED STATES,VISA,CREDIT,,"WELLS FARGO BANK, N.A.",US,
401398,UNITED STATES,VISA,CREDIT,TRADITIONAL,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401399,UNITED STATES,VISA,CREDIT,,"WEBSTER BANK, N.A.",US,
401400,UNITED STATES,VISA,DEBIT,BUSINESS,"U.S. BANK, N.A.",US,
401401,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401402,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401404,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401405,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401406,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401407,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401408,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401409,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401410,UNITED STATES,VISA,DEBIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION,US,
401411,UNITED STATES,VISA,DEBIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION,US,
401412,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401413,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401414,UNITED STATES,VISA,CREDIT,BUSINESS,U.S. BANK NATIONAL ASSOCIATION-CREDIT,US,
401415,UNITED STATES,VISA,CREDIT,TRADITIONAL,USAA FEDERAL SAVINGS BANK - CREDIT,US,
401416,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST NATIONAL BANK OF OMAHA,US,
401417,UNITED STATES,VISA,CREDIT,TRADITIONAL,IDAHO CENTRAL CREDIT UNION,US,
401418,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401419,UNITED STATES,VISA,DEBIT,PREPAID,CALIFORNIA BANK &amp; TRUST,US,
401420,UNITED STATES,VISA,DEBIT,PREPAID CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401421,UNITED STATES,VISA,CREDIT,BUSINESS,TRUIST BANK - CREDIT,US,
401422,UNITED STATES,VISA,CREDIT,TRADITIONAL,"COMMERCE BANCSHARES, INC.",US,
401423,UNITED STATES,VISA,CREDIT,TRADITIONAL,"COMMERCE BANCSHARES, INC.",US,
401424,UNITED STATES,VISA,CREDIT,TRADITIONAL,"COMMERCE BANCSHARES, INC.",US,
401425,UNITED STATES,VISA,CREDIT,TRADITIONAL,TRUIST BANK - CREDIT,US,
401426,UNITED STATES,VISA,CREDIT,TRADITIONAL,TRUIST BANK - CREDIT,US,
401427,UNITED STATES,VISA,CREDIT,TRADITIONAL,TRUIST BANK - CREDIT,US,
401428,UNITED STATES,VISA,CREDIT,BUSINESS,TRUIST BANK - CREDIT,US,
401429,UNITED STATES,VISA,CREDIT,TRADITIONAL,AMERICA FIRST FEDERAL CREDIT UNION,US,
401430,UNITED STATES,VISA,DEBIT,CLASSIC,AMERICA FIRST FEDERAL CREDIT UNION,US,
401431,UNITED STATES,VISA,CREDIT,TRADITIONAL,AMERICA FIRST FEDERAL CREDIT UNION,US,
401432,UNITED STATES,VISA,DEBIT,CLASSIC,AMERICA FIRST FEDERAL CREDIT UNION,US,
401433,UNITED STATES,VISA,CREDIT,TRADITIONAL,AMERICA FIRST FEDERAL CREDIT UNION,US,
401434,UNITED STATES,VISA,CREDIT,SIGNATURE,"INTERPAYMENT SERVICES, LTD.",US,
401435,UNITED STATES,VISA,DEBIT,CLASSIC,"THE BANCORP BANK, NATIONAL ASSOCIATION",US,
401436,UNITED STATES,VISA,DEBIT,CLASSIC,SUNLIGHT FEDERAL CREDIT UNION,US,
401437,UNITED STATES,VISA,DEBIT,CLASSIC,FREMONT BANK,US,
401438,UNITED STATES,VISA,DEBIT,CLASSIC,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401439,UNITED STATES,VISA,CREDIT,CLASSIC,SHARE ADVANTAGE CREDIT UNION,US,
401440,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401441,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401442,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401443,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401444,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401445,UNITED STATES,VISA,CREDIT,TRADITIONAL,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401446,UNITED STATES,VISA,CREDIT,CLASSIC,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401447,UNITED STATES,VISA,DEBIT,CLASSIC,FREMONT BANK,US,
401448,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401449,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401450,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401451,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401452,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401453,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401454,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401455,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401456,UNITED STATES,VISA,DEBIT,CLASSIC,FREMONT BANK,US,
401457,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401458,UNITED STATES,VISA,CREDIT,TRADITIONAL,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401459,UNITED STATES,VISA,CREDIT,TRADITIONAL,UNIVERSITY OF WISCONSIN CREDIT UNION,US,
401460,UNITED STATES,VISA,DEBIT,BUSINESS,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS",US,
401461,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401462,UNITED STATES,VISA,CREDIT,CLASSIC,TCF BANK,US,
401463,UNITED STATES,VISA,DEBIT,CLASSIC,TCF BANK,US,
401464,UNITED STATES,VISA,DEBIT,BUSINESS,TCF BANK,US,
401465,UNITED STATES,VISA,DEBIT,CLASSIC,NATIONAL INSTITUTES OF HEALTH FEDERAL CREDIT UNION,US,
401466,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401467,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401468,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FAIRWINDS CREDIT UNION,US,
401469,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FAIRWINDS CREDIT UNION,US,
401470,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FAIRWINDS CREDIT UNION,US,
401471,UNITED STATES,VISA,CREDIT,BUSINESS,FAIRWINDS CREDIT UNION,US,
401472,UNITED STATES,VISA,CREDIT,TRADITIONAL,"CAPITAL ONE, NATIONAL ASSOCIATION",US,
401473,UNITED STATES,VISA,CREDIT,SIGNATURE,FIRST HORIZON BANK,US,
401474,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401475,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401476,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401477,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401478,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401479,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401480,UNITED STATES,VISA,CREDIT,TRADITIONAL REWARDS,FIRST HORIZON BANK,US,
401481,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401482,UNITED STATES,VISA,DEBIT,BUSINESS,FIRST HORIZON BANK,US,
401483,UNITED STATES,VISA,DEBIT,BUSINESS,FIRST HORIZON BANK,US,
401484,UNITED STATES,VISA,DEBIT,CLASSIC,FIRST HORIZON BANK,US,
401485,UNITED STATES,VISA,CREDIT,CLASSIC,FAIRWINDS CREDIT UNION,US,
401486,UNITED STATES,VISA,CREDIT,TRADITIONAL,FIRST HORIZON BANK,US,
401487,UNITED STATES,VISA,CREDIT,BUSINESS,FAIRWINDS CREDIT UNION,US,
401488,UNITED STATES,VISA,CREDIT,TRADITIONAL,FAIRWINDS CREDIT UNION,US,
401489,UNITED STATES,VISA,CREDIT,BUSINESS,FIRST HORIZON BANK,US,
401490,UNITED STATES,VISA,CREDIT,CLASSIC,SPOKANE TEACHERS CREDIT UNION,US,
401491,UNITED STATES,VISA,DEBIT,CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401492,UNITED STATES,VISA,DEBIT,BUSINESS,"COMMERCE BANCSHARES, INC.",US,
401493,UNITED STATES,VISA,DEBIT,CLASSIC,"COMMERCE BANCSHARES, INC.",US,
401494,UNITED STATES,VISA,DEBIT,CLASSIC,"COMMERCE BANCSHARES, INC.",US,
